half,calibration_bias,residual_mean,residual_std,t_stat,p_value,ci_lower,ci_upper,n_obs,n_hinrunde,n_ruckrunde
90,-0.10943294005532295,-0.10479345167273983,0.556079239859624,-1.2500396877698838,0.21804561885448906,-0.2738569930836559,0.06427008973817623,44,44,44
