half,calibration_bias,residual_mean,residual_std,t_stat,p_value,ci_lower,ci_upper,n_obs,n_hinrunde,n_ruckrunde
45,0.060338996272027205,-0.1944729275955059,0.7886060225237642,-2.478333512791791,0.014874172525480504,-0.3501536491237289,-0.038792206067282925,101,88,101
