period,bert_r2,bert_rmse,ols_r2,ols_rmse
Hinrunde,-0.3140538416293084,2.0763409270666884,0.09280167123702865,1.7034492290285934
Rückrunde,-0.4566455749148881,2.679437436691513,0.11767456616509664,1.78270407752764
Overall,-0.40010479097654295,2.406563835440053,0.1061893276502166,1.743814101093877
